id,eissn,title_display,article_type,author_display,journal,publication_date,score,abstract,keyword,bibjson.link,title,provider,publisher,subject,active,article_statistics.statistics,author_copyright.copyright,author_publishing_rights.publishing_rights,editorial_review.process,format,language,plagiarism_detection.detection
10.1371/journal.pone.0136399,1932-6203,Exposure of Neonatal Mice to Tobacco Smoke Disturbs Synaptic Proteins and Spatial Learning and Memory from Late Infancy to Early Adulthood,Research Article,"['Larissa Helena Torres', 'Raphael C. T. Garcia', 'Anne M. M. Blois', 'Lívia M. M. Dati', 'Ana Carolina Durão', 'Adilson Silva Alves', 'Maurílio Pacheco-Neto', 'Thais Mauad', 'Luiz R. G. Britto', 'Gilberto Fernando Xavier', 'Rosana Camarini', 'Tania Marcourakis']",PLoS ONE,2015-08-25T00:00:00Z,5.635475,"['\nExposure to environmental tobacco smoke (ETS) in the early postnatal period has been associated with several diseases; however, little is known about the brain effects of ETS exposure during this critical developmental period or the long-term consequences of this exposure. This study investigated the effects of the early postnatal ETS exposure on both reference and working memory, synaptic proteins and BDNF from late infancy to early adulthood (P3-P73). BALB/c mice were exposed to ETS generated from 3R4F reference research cigarettes (0.73 mg of nicotine/cigarette) from P3 to P14. Spatial reference and working memory were evaluated in the Morris water maze during infancy (P20-P29), adolescence (P37-P42) and adulthood (P67-P72). Synapsin, synaptophysin, PSD95 and brain-derived neurotrophic factor (BDNF) were assessed at P15, P35 and P65 by immunohistochemistry and immunoblotting. Mice that were exposed to ETS during the early postnatal period showed poorer performance in the spatial reference memory task. Specifically, the ETS-exposed mice exhibited a significantly reduced time and distance traveled in the target quadrant and in the platform location area than the controls at all ages evaluated. In the spatial working memory task, ETS disrupted the maintenance but not the acquisition of the critical spatial information in both infancy and adolescence. ETS also induced changes in synaptic components, including decreases in synapsin, synaptophysin, PSD95 and BDNF levels in the hippocampus. Exposure to ETS in the early postnatal period disrupts both spatial reference and working memory; these results may be related to changes in synaptogenesis in the hippocampus. Importantly, most of these effects were not reversed even after a long exposure-free period.\n']",tobacco,http://europepmc.org/articles/PMC4549279?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0076005,1932-6203,"Prevalence of Tobacco Use in Urban, Semi Urban and Rural Areas in and around Chennai City, India",Research Article,"['Kolappan Chockalingam', 'Chandrasekaran Vedhachalam', 'Subramani Rangasamy', 'Gomathi Sekar', 'Srividya Adinarayanan', 'Soumya Swaminathan', 'Pradeep Aravindan Menon']",PLoS ONE,2013-10-01T00:00:00Z,5.635475,"['Background: Tobacco use leads to many health complications and is a risk factor for the occurrence of cardio vascular diseases, lung and oral cancers, chronic bronchitis etc. Almost 6 million people die from tobacco-related causes every year. This study was conducted to measure the prevalence of tobacco use in three different areas around Chennai city, south India. Methods: A survey of 7510 individuals aged >\u200a=\u200a15 years was undertaken covering Chennai city (urban), Ambattur (semi-urban) and Sriperumbudur (rural) taluk. Details on tobacco use were collected using a questionnaire adapted from both Global Youth Tobacco Survey and Global Adults Tobacco Survey. Results: The overall prevalence of tobacco use was significantly higher in the rural (23.7%) compared to semi-urban (20.9%) and urban (19.4%) areas (P value <0.001) Tobacco smoking prevalence was 14.3%, 13.9% and 12.4% in rural, semi-urban and urban areas respectively. The corresponding values for smokeless tobacco use were 9.5%, 7.0% and 7.0% respectively. Logistic regression analysis showed that the odds of using tobacco (with smoke or smokeless forms) was significantly higher among males, older individuals, alcoholics, in rural areas and slum localities. Behavioural pattern analysis of current tobacco users led to three groups (1) those who were not reached by family or friends to advice on harmful effects (2) those who were well aware of harmful effects of tobacco and even want to quit and (3) those are exposed to second hand/passive smoking at home and outside. Conclusions: Tobacco use prevalence was significantly higher in rural areas, slum dwellers, males and older age groups in this region of south India. Women used mainly smokeless tobacco. Tobacco control programmes need to develop strategies to address the different subgroups among tobacco users. Public health facilities need to expand smoking cessation counseling services as well as provide pharmacotherapy where necessary. ']",tobacco,http://europepmc.org/articles/PMC3788037?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0029871,1932-6203,Retail Price and Point of Sale Display of Tobacco in the UK: A Descriptive Study of Small Retailers,Research Article,"['Dionysis Spanopoulos', 'Elena Ratschen', 'Ann McNeill', 'John Britton']",PLoS ONE,2012-01-05T00:00:00Z,5.635475,"['Background: Since the implementation of the 2002 Tobacco Advertising and Promotion Act, point-of-sale (PoS) tobacco displays are one of few remaining means of communication between the tobacco industry and customers in the UK. This study aimed to explore the characteristics of tobacco displays in a UK city, and particularly to assess the tobacco prices and promotional offers, types and pack sizes on display. Methods: Digital pictures of PoS displays were taken in 117 small retail shops in Nottingham in mid 2010. Data were analysed using Windows Photo Gallery software and SPSS version 16. Results: Just over half (52%) of cigarette packs on display were packs of 20, and 43% packs of 10. Cigarette prices differed substantially between brands, ranging from £4.19 to £6.85 for 20-packs, and from £2.12 to £3.59 for 10-packs. Forty four percent of cigarette packs and 40% of RYO (Roll-Your-Own) tobacco pouches, almost exclusively lower priced brands, were displayed with a pricemark, implying a promotional price offer. Eighty percent of 20-pack cigarette brand or brand variants on sale were priced below the EU-defined Most Popular Price Category (MPPC) for the UK in 2010; 45% were priced below the Weighted Average Price (WAP), which replaced the MPPC in 2011. Conclusion: PoS displays communicate value by displaying a high proportion of lower cost brands, and smaller and hence lower-cost packs, and by displaying price discounts on packs. The MPPC substantially overestimated the prices at which most 20-cigarette packs were available. Removal of PoS displays will prevent this means of price marketing but our study also suggests that minimum pricing of 20-pack cigarettes, prohibition of sale of cigarettes in packs less than 20, and plain packaging to prevent pricemarking are necessary if price is to be used effectively as a tobacco control measure. ']",tobacco,http://europepmc.org/articles/PMC3252327?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0078372,1932-6203,Tobacco Smoking Surveillance: Is Quota Sampling an Efficient Tool for Monitoring National Trends? A Comparison with a Random Cross-Sectional Survey,Research Article,"['Romain Guignard', 'Jean-Louis Wilquin', 'Jean-Baptiste Richard', 'François Beck']",PLoS ONE,2013-10-23T00:00:00Z,5.635475,"['Objectives: It is crucial for policy makers to monitor the evolution of tobacco smoking prevalence. In France, this monitoring is based on a series of cross-sectional general population surveys, the Health Barometers, conducted every five years and based on random samples. A methodological study has been carried out to assess the reliability of a monitoring system based on regular quota sampling surveys for smoking prevalence. Design / Outcome Measures: In 2010, current and daily tobacco smoking prevalences obtained in a quota survey on 8,018 people were compared with those of the 2010 Health Barometer carried out on 27,653 people. Prevalences were assessed separately according to the telephone equipment of the interviewee (landline phone owner vs “mobile-only”), and logistic regressions were conducted in the pooled database to assess the impact of the telephone equipment and of the survey mode on the prevalences found. Finally, logistic regressions adjusted for sociodemographic characteristics were conducted in the random sample in order to determine the impact of the needed number of calls to interwiew “hard-to-reach” people on the prevalence found. Results: Current and daily prevalences were higher in the random sample (respectively 33.9% and 27.5% in 15-75 years-old) than in the quota sample (respectively 30.2% and 25.3%). In both surveys, current and daily prevalences were lower among landline phone owners (respectively 31.8% and 25.5% in the random sample and 28.9% and 24.0% in the quota survey). The required number of calls was slightly related to the smoking status after adjustment for sociodemographic characteristics. Conclusion: Random sampling appears to be more effective than quota sampling, mainly by making it possible to interview hard-to-reach populations. ']",tobacco,http://europepmc.org/articles/PMC3806848?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0167133,1932-6203,"Tobacco Smoking and Tuberculosis among Men Living with HIV in Johannesburg, South Africa: A Case-Control Study",Research Article,"['Liza Bronner Murrison', 'Neil Martinson', 'Rachael M. Moloney', 'Regina Msandiwa', 'Mondiwana Mashabela', 'Jonathan M. Samet', 'Jonathan E. Golub']",PLoS ONE,2016-11-28T00:00:00Z,5.635475,"['Setting: Although there is ample evidence that smoking increases the risk of tuberculosis (TB), the magnitude of impact on TB risk among HIV-infected persons is poorly described. Given that a high proportion of patients with TB are co-infected with HIV in South Africa, the risks arising from the intersection of smoking, TB, and HIV/AIDS have key relevance for tobacco control policies. Objective: To evaluate the association of pulmonary tuberculosis (PTB) with current tobacco smoking among men with HIV in South Africa. Design: Case-control study of antiretroviral therapy naïve men with confirmed HIV-infection in Johannesburg. Cases had laboratory-confirmed PTB and controls had no evidence of active TB. Participants were interviewed to collect detailed smoking histories. Results: We enrolled 146 men diagnosed with PTB and 133 controls. Overall, 33% of participants were currently smoking, defined as smoking a cigarette within 2 months (34% cases vs. 32% controls, p = 0.27). Median CD4 count was lower (60 vs. 81 cells/mm3, P = 0.03) and median viral load was higher (173 vs. 67 copies/ul per thousand, P<0.001) among cases versus controls. In adjusted analyses, current smoking tripled the odds of PTB (aOR 3.2; 95%CI: 1.3–7.9, P = 0.01) and former smoking nearly doubled the odds of PTB (aOR 1.8; 95%CI 0.8–4.4, P = 0.18) compared to never smoking. Conclusions: Males with HIV that smoke are at greater odds for developing PTB than non-smokers. Extensive smoking cessation programs are needed to reduce odds of TB and promote health among adults living with HIV. ']",tobacco,http://europepmc.org/articles/PMC5125673?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0027416,1932-6203,Elevated N-Terminal Pro-Brain Natriuretic Peptide Is Associated with Mortality in Tobacco Smokers Independent of Airflow Obstruction,Research Article,"['Jason A. Stamm', 'Elizabeth A. Belloli', 'Yingze Zhang', 'Jessica Bon', 'Frank C. Sciurba', 'Mark T. Gladwin']",PLoS ONE,2011-11-07T00:00:00Z,5.635475,"['Background: Tobacco use is associated with an increased prevalence of cardiovascular disease. N-terminal pro-brain natiuretic peptide (NT-proBNP), a widely available biomarker that is associated with cardiovascular outcomes in other conditions, has not been investigated as a predictor of mortality in tobacco smokers. We hypothesized that NT-proBNP would be an independent prognostic marker in a cohort of well-characterized tobacco smokers without known cardiovascular disease. Methods: Clinical data from 796 subjects enrolled in two prospective tobacco exposed cohorts was assessed to determine factors associated with elevated NT-proBNP and the relationship of these factors and NT-proBNP with mortality. Results: Subjects were followed for a median of 562 (IQR 252 – 826) days. Characteristics associated with a NT-proBNP above the median (≥49 pg/mL) were increased age, female gender, and decreased body mass index. By time-to-event analysis, an NT-proBNP above the median (≥49 pg/mL) was a significant predictor of mortality (log rank p\u200a=\u200a0.02). By proportional hazard analysis controlling for age, gender, cohort, and severity of airflow obstruction, an elevated NT-proBNP level (≥49 pg/mL) remained an independent predictor of mortality (HR\u200a=\u200a2.19, 95% CI 1.07–4.46, p\u200a=\u200a0.031). Conclusions: Elevated NT-proBNP is an independent predictor of mortality in tobacco smokers without known cardiovascular disease, conferring a 2.2 fold increased risk of death. Future studies should assess the ability of this biomarker to guide further diagnostic testing and to direct specific cardiovascular risk reduction inventions that may positively impact quality of life and survival. ']",tobacco,http://europepmc.org/articles/PMC3210169?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0124045,1932-6203,Different Levels in Alcohol and Tobacco Consumption in Head and Neck Cancer Patients from 1957 to 2013,Research Article,"['Yu Zhang', 'Ruixia Wang', 'Limin Miao', 'Longbiao Zhu', 'Hongbing Jiang', 'Hua Yuan']",PLoS ONE,2015-04-13T00:00:00Z,5.635475,"['Objective: To provide a precise quantification of the association between alcohol and tobacco consumption trends in head and neck cancer patients over the past 45 years. Methods: We combined findings from all studies published until March 2014 and evaluated the association between different levels in alcohol and tobacco consumption and head and neck cancers through a meta-analytic approach. Results: We included 28 studies involving 13830 patients with head and neck cancer. In patients with alcohol consumption, the pooled odds ratio (OR) and 95% confidence interval (CI) were 1.29(1.06-1.57), 2.67(2.05-3.48) and 6.63(5.02-8.74) for light drinkers, moderate drinkers and heavy drinkers, respectively. In patients with tobacco consumption, the pooled OR and 95% CI were 2.33(1.84-2.95), 4.97(3.67-6.71) and 6.77(4.81-9.53) for light smokers, moderate smokers and heavy smokers, respectively. Conclusion: The increased alcohol and tobacco consumption trends increased the risk of head and neck cancer over the past 45 years. Tobacco consumption was found to be a stronger risk factor for head and neck cancer than alcohol consumption. Thus, the control should be considered to limit the intake of alcohol and tobacco. ']",tobacco,http://europepmc.org/articles/PMC4395416?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0138211,1932-6203,Tobacco Stained Fingers and Its Association with Death and Hospital Admission: A Retrospective Cohort Study,Research Article,"['Gregor John', 'Céline Louis', 'Amandine Berner', 'Daniel Genné']",PLoS ONE,2015-09-16T00:00:00Z,5.635475,"['Background: Among smokers, the presence of tobacco stains on fingers has recently been associated with a high prevalence of tobacco related conditions and alcohol abuse. Objective: we aimed to explore tobacco stains as a marker of death and hospital readmission. Method: Seventy-three smokers presenting tobacco-tar staining on their fingers and 70 control smokers were followed during a median of 5.5 years in a retrospective cohort study. We used the Kaplan-Meier survival analysis and the log-rank test to compare mortality and hospital readmission rates among smokers with and smokers without tobacco stains. Multivariable Cox models were used to adjust for confounding factors: age, gender, pack-year unit smoked, cancer, harmful alcohol use and diabetes. The number of hospital admissions was compared through a negative binomial regression and adjusted for the follow-up time, diabetes, and alcohol use. Results: Forty-three patients with tobacco-stained fingers died compared to 26 control smokers (HR 1.6; 95%CI: 1.0 to 2.7; p 0.048). The association was not statistically significant after adjustment. Patients with tobacco-stained fingers needed a readmission earlier than smokers without stains (HR 2.1; 95%CI: 1.4 to 3.1; p<0.001), and more often (incidence rate ratio (IRR) 1.6; 95%CI: 1.1 to 2.1). Associations between stains and the first hospital readmission (HR 1.6; 95%CI: 1.0 to 2.5), and number of readmissions (IRR 1.5; 95%CI: 1.1 to 2.1) persisted after adjustment for confounding factors. Conclusions: Compared to other smokers, those presenting tobacco-stained fingers have a high unadjusted mortality rate and need early and frequent hospital readmission even when controlling for confounders. ']",tobacco,http://europepmc.org/articles/PMC4573751?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0110290,1932-6203,Split-Cre Complementation Restores Combination Activity on Transgene Excision in Hair Roots of Transgenic Tobacco,Research Article,"['Mengling Wen', 'Yuan Gao', 'Lijun Wang', 'Lingyu Ran', 'Jiahui Li', 'Keming Luo']",PLoS ONE,2014-10-17T00:00:00Z,5.635475,"['\nThe Cre/loxP system is increasingly exploited for genetic manipulation of DNA in vitro and in vivo. It was previously reported that inactive ‘‘split-Cre’’ fragments could restore Cre activity in transgenic mice when overlapping co-expression was controlled by two different promoters. In this study, we analyzed recombination activities of split-Cre proteins, and found that no recombinase activity was detected in the in vitro recombination reaction in which only the N-terminal domain (NCre) of split-Cre protein was expressed, whereas recombination activity was obtained when the C-terminal (CCre) or both NCre and CCre fragments were supplied. We have also determined the recombination efficiency of split-Cre proteins which were co-expressed in hair roots of transgenic tobacco. No Cre recombination event was observed in hair roots of transgenic tobacco when the NCre or CCre genes were expressed alone. In contrast, an efficient recombination event was found in transgenic hairy roots co-expressing both inactive split-Cre genes. Moreover, the restored recombination efficiency of split-Cre proteins fused with the nuclear localization sequence (NLS) was higher than that of intact Cre in transgenic lines. Thus, DNA recombination mediated by split-Cre proteins provides an alternative method for spatial and temporal regulation of gene expression in transgenic plants.\n']",tobacco,http://europepmc.org/articles/PMC4201524?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0159127,1932-6203,Smokers with Self-Reported Mental Health Conditions: A Case for Screening in the Context of Tobacco Cessation Services,Research Article,"['Gary J. Tedeschi', 'Sharon E. Cummins', 'Christopher M. Anderson', 'Robert M. Anthenelli', 'Yue-Lin Zhuang', 'Shu-Hong Zhu']",PLoS ONE,2016-07-08T00:00:00Z,5.635475,"['Background: People with mental health conditions (MHC) smoke at high rates and many die prematurely from smoking-related illnesses. Smoking cessation programs, however, generally do not screen for MHC. This study examined the utility of MHC screening in a large tobacco quitline to determine whether self-reported MHC predicts service utilization and quitting behaviors. Methods & Findings: A brief set of question on MHC was embedded in the routine intake of a state quitline, and 125,261 smokers calling from June 2012 to September 2015 were asked the questions. Quit attempt rate and 6-month success rate were analyzed for a random subset of participants. Overall, 52.2% of smokers reported at least one MHC. Demographic patterns like gender or ethnic difference in self-reported MHC were similar to that in the general population. Depression disorder was reported most often (38.6%), followed by anxiety disorder (33.8%), bipolar disorder (17.0%), drug/alcohol abuse (11.9%), and schizophrenia (7.9%). Among those reporting any MHC, about two-thirds reported more than 1 MHC. Smokers with MHC received more counseling than smokers with no MHC. Quit attempt rates were high for all three groups (>70%). The probability of relapse was greater for those with more than one MHC than for those with one MHC (p<0.005), which in turn was greater than those with no MHC (p < .01). The six-month prolonged abstinence rates for the three conditions were, 21.8%, 28.6%, and 33.7%, respectively. The main limitation of this study is the use of a non-validated self-report question to assess MHC, even though it appears to be useful for predicting quitting behavior. Conclusions: Smokers with MHC actively seek treatment to quit. Smoking cessation services can use a brief set of questions to screen for MHC to help identify smokers in need of more intensive treatment to quit smoking. ']",tobacco,http://europepmc.org/articles/PMC4938618?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0130858,1932-6203,Development of a Multivalent Subunit Vaccine against Tularemia Using Tobacco Mosaic Virus (TMV) Based Delivery System,Research Article,"['Sukalyani Banik', 'Ahd Ahmed Mansour', 'Ragavan Varadharajan Suresh', 'Sherri Wykoff-Clary', 'Meenakshi Malik', 'Alison A. McCormick', 'Chandra Shekhar Bakshi']",PLoS ONE,2015-06-22T00:00:00Z,5.635475,"['\nFrancisella tularensis is a facultative intracellular pathogen, and is the causative agent of a fatal human disease known as tularemia. F. tularensis is classified as a Category A Biothreat agent by the CDC based on its use in bioweapon programs by several countries in the past and its potential to be used as an agent of bioterrorism. No licensed vaccine is currently available for prevention of tularemia. In this study, we used a novel approach for development of a multivalent subunit vaccine against tularemia by using an efficient tobacco mosaic virus (TMV) based delivery platform. The multivalent subunit vaccine was formulated to contain a combination of F. tularensis protective antigens: OmpA-like protein (OmpA), chaperone protein DnaK and lipoprotein Tul4 from the highly virulent F. tularensis SchuS4 strain. Two different vaccine formulations and immunization schedules were used. The immunized mice were challenged with lethal (10xLD100) doses of F. tularensis LVS on day 28 of the primary immunization and observed daily for morbidity and mortality. Results from this study demonstrate that TMV can be used as a carrier for effective delivery of multiple F. tularensis antigens. TMV-conjugate vaccine formulations are safe and multiple doses can be administered without causing any adverse reactions in immunized mice. Immunization with TMV-conjugated F. tularensis proteins induced a strong humoral immune response and protected mice against respiratory challenges with very high doses of F. tularensis LVS. This study provides a proof-of-concept that TMV can serve as a suitable platform for simultaneous delivery of multiple protective antigens of F. tularensis. Refinement of vaccine formulations coupled with TMV-targeting strategies developed in this study will provide a platform for development of an effective tularemia subunit vaccine as well as a vaccination approach that may broadly be applicable to many other bacterial pathogens.\n']",tobacco,http://europepmc.org/articles/PMC4476615?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0031347,1932-6203,Tobacco Rattle Virus Vector: A Rapid and Transient Means of Silencing <i>Manduca sexta</i> Genes by Plant Mediated RNA Interference,Research Article,"['Pavan Kumar', 'Sagar Subhash Pandit', 'Ian T. Baldwin']",PLoS ONE,2012-02-01T00:00:00Z,5.635475,"[""Background: RNAi can be achieved in insect herbivores by feeding them host plants stably transformed to express double stranded RNA (dsRNA) of selected midgut-expressed genes. However, the development of stably transformed plants is a slow and laborious process and here we developed a rapid, reliable and transient method. We used viral vectors to produce dsRNA in the host plant Nicotiana attenuata to transiently silence midgut genes of the plant's lepidopteran specialist herbivore, Manduca sexta. To compare the efficacy of longer, undiced dsRNA for insect gene silencing, we silenced N. attenuata's dicer genes (NaDCL1- 4) in all combinations in a plant stably transformed to express dsRNA targeting an insect gene. Methodology/Principal Findings: Stable transgenic N. attenuata plants harboring a 312 bp fragment of MsCYP6B46 in an inverted repeat orientation (ir-CYP6B46) were generated to produce CYP6B46 dsRNA. After consuming these plants, transcripts of CYP6B46 were significantly reduced in M. sexta larval midguts. The same 312 bp cDNA was cloned in an antisense orientation into a TRV vector and Agro-infiltrated into N. attenuata plants. When larvae ingested these plants, similar reductions in CYP6B46 transcripts were observed without reducing transcripts of the most closely related MsCYP6B45. We used this transient method to rapidly silence the expression of two additional midgut-expressed MsCYPs. CYP6B46 transcripts were further reduced in midguts, when the larvae fed on ir-CYP6B46 plants transiently silenced for two combinations of NaDCLs (DCL1/3/4 and DCL2/3/4) and contained higher concentrations of longer, undiced CYP6B46 dsRNA. Conclusions: Both stable and transient expression of CYP6B46 dsRNA in host plants provides a specific and robust means of silencing this gene in M. sexta larvae, but the transient system is better suited for high throughput analyses. Transiently silencing NaDCLs in ir-CYP6B46 plants increased the silencing of MsCYP6B46, suggested that insect's RNAi machinery is more efficient with longer lengths of ingested dsRNA. ""]",tobacco,http://europepmc.org/articles/PMC3270032?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0032363,1932-6203,Comparison of Tobacco Control Scenarios: Quantifying Estimates of Long-Term Health Impact Using the DYNAMO-HIA Modeling Tool,Research Article,"['Margarete C. Kulik', 'Wilma J. Nusselder', 'Hendriek C. Boshuizen', 'Stefan K. Lhachimi', 'Esteve Fernández', 'Paolo Baili', 'Kathleen Bennett', 'Johan P. Mackenbach', 'H. A. Smit']",PLoS ONE,2012-02-23T00:00:00Z,5.635475,"['Background: There are several types of tobacco control interventions/policies which can change future smoking exposure. The most basic intervention types are 1) smoking cessation interventions 2) preventing smoking initiation and 3) implementation of a nationwide policy affecting quitters and starters simultaneously. The possibility for dynamic quantification of such different interventions is key for comparing the timing and size of their effects. Methods and Results: We developed a software tool, DYNAMO-HIA, which allows for a quantitative comparison of the health impact of different policy scenarios. We illustrate the outcomes of the tool for the three typical types of tobacco control interventions if these were applied in the Netherlands. The tool was used to model the effects of different types of smoking interventions on future smoking prevalence and on health outcomes, comparing these three scenarios with the business-as-usual scenario. The necessary data input was obtained from the DYNAMO-HIA database which was assembled as part of this project. All smoking interventions will be effective in the long run. The population-wide strategy will be most effective in both the short and long term. The smoking cessation scenario will be second-most effective in the short run, though in the long run the smoking initiation scenario will become almost as effective. Interventions aimed at preventing the initiation of smoking need a long time horizon to become manifest in terms of health effects. The outcomes strongly depend on the groups targeted by the intervention. Conclusion: We calculated how much more effective the population-wide strategy is, in both the short and long term, compared to quit smoking interventions and measures aimed at preventing the initiation of smoking. By allowing a great variety of user-specified choices, the DYNAMO-HIA tool is a powerful instrument by which the consequences of different tobacco control policies and interventions can be assessed. ']",tobacco,http://europepmc.org/articles/PMC3285691?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0107451,1932-6203,Tobacco Smoking in HIV-Infected versus General Population in France: Heterogeneity across the Various Groups of People Living with HIV,Research Article,"['Laure Tron', 'France Lert', 'Bruno Spire', 'Rosemary Dray-Spira', 'the ANRS-Vespa2 study group ']",PLoS ONE,2014-09-09T00:00:00Z,5.635475,"['Background: Although the various groups of people living with HIV (PLWHIV) considerably differ regarding socioeconomic and behavioral characteristics, their specificities regarding tobacco smoking have been poorly investigated. We aimed to assess patterns of tobacco consumption across the various groups of PLWHIV and to compare them to the general population, accounting for the specific socioeconomic profile of PLWHIV. Methods: We used data of the ANRS-Vespa2 study, a national representative survey on PLWHIV conducted in France in 2011. Prevalence of past and current tobacco consumption, heavy smoking and strong nicotine dependence were assessed among the various groups of PLWHIV as defined by transmission category, gender and geographic origin, and compared to the French general population using direct standardization and multivariate Poisson regression models, accounting for gender, age, education and geographic origin. Results: Among the 3,019 participants aged 18–85 years (median time since HIV diagnosis: 12 years), 37.5% were current smokers and 22.1% were past smokers, with marked differences across the various groups of PLWHIV. Compared to the general population, the prevalence of regular smoking was increased among HIV-infected men who have sex with men (MSM) (adjusted prevalence rate ratio (aPRR): 1.19, 95% confidence interval (95% CI): 1.07–1.32), French-native women (aPRR: 1.32, 95% CI: 1.10–1.57), and heterosexual French-native men (although not significantly, aPRR: 1.19, 95% CI: 0.98–1.45). Additionally, HIV-infected MSM were significantly less likely to be ex-smokers (aPRR: 0.73, 95% CI: 0.64–0.82) than the general population and similar trends were observed among heterosexual French-native men (aPRR: 0.89, 95% CI: 0.78–1.02) and women (aPRR: 0.84, 95% CI: 0.70–1.01). HIV-infected sub-Saharan African migrants were less likely to be regular smokers than the general population. Conclusions: Smoking constitutes a major concern in various groups of PLWHIV in France including MSM and heterosexual French-natives, probably resulting from PLWHIV being less likely to quit smoking than their counterparts in the general population. ']",tobacco,http://europepmc.org/articles/PMC4159331?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
10.1371/journal.pone.0102750,1932-6203,Metallothionein 2 (<i>SaMT2</i>) from <i>Sedum alfredii</i> Hance Confers Increased Cd Tolerance and Accumulation in Yeast and Tobacco,Research Article,"['Jie Zhang', 'Min Zhang', 'Shengke Tian', 'Lingli Lu', 'M. J. I. Shohag', 'Xiaoe Yang']",PLoS ONE,2014-07-17T00:00:00Z,5.635475,"['\nMetallothioneins are cysteine-rich metal-binding proteins. In the present study, SaMT2, a type 2 metallothionein gene, was isolated from Cd/Zn co-hyperaccumulator Sedum alfredii Hance. SaMT2 encodes a putative peptide of 79 amino acid residues including two cysteine-rich domains. The transcript level of SaMT2 was higher in shoots than in roots of S. alfredii, and was significantly induced by Cd and Zn treatments. Yeast expression assay showed SaMT2 significantly enhanced Cd tolerance and accumulation in yeast. Ectopic expression of SaMT2 in tobacco enhanced Cd and Zn tolerance and accumulation in both shoots and roots of the transgenic plants. The transgenic plants had higher antioxidant enzyme activities and accumulated less H2O2 than wild-type plants under Cd and Zn treatment. Thus, SaMT2 could significantly enhance Cd and Zn tolerance and accumulation in transgenic tobacco plants by chelating metals and improving antioxidant system.\n']",tobacco,http://europepmc.org/articles/PMC4102533?pdf=render,PLoS ONE,Public Library of Science (PLoS),Public Library of Science (PLoS),Medicine,True,True,True,True,Peer review,"['PDF', 'HTML', 'XML']",['EN'],True
