id,title_display,author_display,journal,full_text_link,score,keyword,publisher,subject,article_statistics
10.1371/journal.pone.0087582,The Effects of Cadmium-Zinc Interactions on Biochemical Responses in Tobacco Seedlings and Adult Plants,"['Mirta Tkalec', 'Petra Peharec Štefanić', 'Petra Cvjetko', 'Sandra Šikić', 'Mirjana Pavlica', 'Biljana Balen']",PLoS ONE,http://europepmc.org/articles/PMC3903775?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0102416,Geospatial Analysis on the Distributions of Tobacco Smoking and Alcohol Drinking in India,"['Sze Hang Fu', 'Prabhat Jha', 'Prakash C. Gupta', 'Rajesh Kumar', 'Rajesh Dikshit', 'Dhirendra Sinha']",PLoS ONE,http://europepmc.org/articles/PMC4099149?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0067915,A Tobacco Etch Virus Protease with Increased Substrate Tolerance at the P1' position,"['Christian Renicke', 'Roberta Spadaccini', 'Christof Taxis']",PLoS ONE,http://europepmc.org/articles/PMC3691164?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0063812,Tobacco Smoking Leads to Extensive Genome-Wide Changes in DNA Methylation,"['Sonja Zeilinger', 'Brigitte Kühnel', 'Norman Klopp', 'Hansjörg Baurecht', 'Anja Kleinschmidt', 'Christian Gieger', 'Stephan Weidinger', 'Eva Lattka', 'Jerzy Adamski', 'Annette Peters', 'Konstantin Strauch', 'Melanie Waldenberger', 'Thomas Illig']",PLoS ONE,http://europepmc.org/articles/PMC3656907?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0161342,The Influence of Tobacco Smoke on Protein and Metal Levels in the Serum of Women during Pregnancy,"['Marta Wrześniak', 'Marta Kepinska', 'Małgorzata Królik', 'Halina Milnerowicz']",PLoS ONE,http://europepmc.org/articles/PMC4993357?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0188586,"Tobacco consumption and nicotine dependence in Bengo Province, Angola: A community-based survey","['João M. Pedro', 'Miguel Brito', 'Henrique Barros']",PLoS ONE,http://europepmc.org/articles/PMC5703534?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0156887,Prevalence of Smokeless Tobacco among Low Socioeconomic Populations: A Cross-Sectional Analysis,"['Mohammad Nurul Azam', 'Mohammad Shahjahan', 'Mahbuba Yeasmin', 'Nasar U. Ahmed']",PLoS ONE,http://europepmc.org/articles/PMC4898710?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0161729,Epigenome Editing of Potato by Grafting Using Transgenic Tobacco as siRNA Donor,"['Atsushi Kasai', 'Songling Bai', 'Hatsune Hojo', 'Takeo Harada']",PLoS ONE,http://europepmc.org/articles/PMC5001710?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0009770,Medicaid Coverage for Tobacco Dependence Treatments in Massachusetts and Associated Decreases in Smoking Prevalence,"['Thomas Land', 'Donna Warner', 'Mark Paskowsky', 'Ayesha Cammaerts', 'LeAnn Wetherell', 'Rachel Kaufmann', 'Lei Zhang', 'Ann Malarcher', 'Terry Pechacek', 'Lois Keithly']",PLoS ONE,http://europepmc.org/articles/PMC2841201?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0054993,<i>Tobacco Mosaic Virus</i> in the Lungs of Mice following Intra-Tracheal Inoculation,"['Fanny Balique', 'Philippe Colson', 'Abdoulaye Oury Barry', 'Claude Nappez', 'Audrey Ferretti', 'Khatoun Al Moussawi', 'Tatsiana Ngounga', 'Hubert Lepidi', 'Eric Ghigo', 'Jean-Louis Mege', 'Hervé Lecoq', 'Didier Raoult']",PLoS ONE,http://europepmc.org/articles/PMC3559775?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0056783,Parental Smoking in the Vicinity of Children and Tobacco Control Policies in the European Region,"['Viviane Kovess', 'Daniel J. Pilowsky', 'Anders Boyd', 'Ondine Pez', 'Adina Bitfoi', 'Mauro Carta', 'Ceyda Eke', 'Dietmar Golitz', 'Rowella Kuijpers', 'Sigita Lesinskiene', 'Zlatka Mihova', 'Roy Otten', 'Ezra Susser']",PLoS ONE,http://europepmc.org/articles/PMC3577747?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0130091,Smoke Rings: Towards a Comprehensive Tobacco Free Policy for the Olympic Games,"['Kelley Lee', 'Gary Fooks', 'Nathaniel Wander', 'Jennifer Fang']",PLoS ONE,http://europepmc.org/articles/PMC4529223?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0033816,"The Tnt1 Retrotransposon Escapes Silencing in Tobacco, Its Natural Host","['Inmaculada Hernández-Pinzón', 'Marta Cifuentes', 'Elizabeth Hénaff', 'Néstor Santiago', 'M. Lluïsa Espinás', 'Josep M. Casacuberta']",PLoS ONE,http://europepmc.org/articles/PMC3316501?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0120581,Tobacco-Related Mortality among Persons with Mental Health and Substance Abuse Problems,"['Frank C. Bandiera', 'Berhanu Anteneh', 'Thao Le', 'Kevin Delucchi', 'Joseph Guydish']",PLoS ONE,http://europepmc.org/articles/PMC4373726?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0117219,Tobacco Use and Mass Media Utilization in Sub-Saharan Africa,['Thomas N. O. Achia'],PLoS ONE,http://europepmc.org/articles/PMC4338150?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0085751,“People over Profits”: Retailers Who Voluntarily Ended Tobacco Sales,"['Patricia A. McDaniel', 'Ruth E. Malone']",PLoS ONE,http://europepmc.org/articles/PMC3899055?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0194914,State tobacco control expenditures and tax paid cigarette sales,"['John A. Tauras', 'Xin Xu', 'Jidong Huang', 'Brian King', 'S. Rene Lavinghouze', 'Karla S. Sneegas', 'Frank J. Chaloupka']",PLoS ONE,http://europepmc.org/articles/PMC5898722?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0144827,Youth's Awareness of and Reactions to <i>The Real Cost</i> National Tobacco Public Education Campaign,"['Jennifer C. Duke', 'Tesfa N. Alexander', 'Xiaoquan Zhao', 'Janine C. Delahanty', 'Jane A. Allen', 'Anna J. MacMonegle', 'Matthew C. Farrelly']",PLoS ONE,http://europepmc.org/articles/PMC4682984?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0018574,Detrimental Effects of Environmental Tobacco Smoke in Relation to Asthma Severity,"['Suzy A. A. Comhair', 'Benjamin M. Gaston', 'Kristin S. Ricci', 'Jeffrey Hammel', 'Raed A. Dweik', 'W. Gerald Teague', 'Deborah Meyers', 'Elizabeth J. Ampleford', 'Eugene R. Bleecker', 'William W. Busse', 'William J. Calhoun', 'Mario Castro', 'Kian Fan Chung', 'Douglas Curran-Everett', 'Elliot Israel', 'W. Nizar Jarjour', 'Wendy Moore', 'Stephen P. Peters', 'Sally Wenzel', 'Stanley L. Hazen', 'Serpil C. Erzurum', 'for the National Heart Lung Blood Institute Severe Asthma Research Program (SARP) ']",PLoS ONE,http://europepmc.org/articles/PMC3087715?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0011365,Movies and TV Influence Tobacco Use in India: Findings from a National Survey,"['K. Viswanath', 'Leland K. Ackerson', 'Glorian Sorensen', 'Prakash C. Gupta']",PLoS ONE,http://europepmc.org/articles/PMC2894069?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0165587,Waterpipe Tobacco Smoking and Gastric Cancer Risk among Vietnamese Men,"['Hang Thi Minh Lai', 'Chihaya Koriyama', 'Shinkan Tokudome', 'Hoc Hieu Tran', 'Long Thanh Tran', 'Athira Nandakumar', 'Suminori Akiba', 'Ngoan Tran Le']",PLoS ONE,http://europepmc.org/articles/PMC5089735?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0076468,Cytoprotective Effect of Recombinant Human Erythropoietin Produced in Transgenic Tobacco Plants,"['Farooqahmed S. Kittur', 'Mamudou Bah', 'Stephanie Archer-Hartmann', 'Chiu-Yueh Hung', 'Parastoo Azadi', 'Mayumi Ishihara', 'David C. Sane', 'Jiahua Xie']",PLoS ONE,http://europepmc.org/articles/PMC3790672?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0009323,Tobacco Upregulates <i>P. gingivalis</i> Fimbrial Proteins Which Induce TLR2 Hyposensitivity,"['Juhi Bagaitkar', 'Donald R. Demuth', 'Carlo Amorin Daep', 'Diane E. Renaud', 'Deanne L. Pierce', 'David A. Scott']",PLoS ONE,http://europepmc.org/articles/PMC2864253?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0136137,Effects of Tobacco Smoking on the Degeneration of the Intervertebral Disc: A Finite Element Study,"['Shady Elmasry', 'Shihab Asfour', 'Juan Pablo de Rivero Vaccari', 'Francesco Travascio']",PLoS ONE,http://europepmc.org/articles/PMC4547737?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0084470,Prevalence and Correlates of Smokeless Tobacco Consumption among Married Women in Rural Bangladesh,"['Mohammad Shakhawat Hossain', 'Kypros Kypri', 'Bayzidur Rahman', 'Iqbal Arslan', 'Shahnaz Akter', 'Abul Hasnat Milton']",PLoS ONE,http://europepmc.org/articles/PMC3885568?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0090467,Larval Zebrafish Model for FDA-Approved Drug Repositioning for Tobacco Dependence Treatment,"['Margot A. Cousin', 'Jon O. Ebbert', 'Amanda R. Wiinamaki', 'Mark D. Urban', 'David P. Argue', 'Stephen C. Ekker', 'Eric W. Klee']",PLoS ONE,http://europepmc.org/articles/PMC3962344?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0114706,Master Settlement Agreement (MSA) Spending and Tobacco Control Efforts,"['Jayani Jayawardhana', 'W. David Bradford', 'Walter Jones', 'Paul J. Nietert', 'Gerard Silvestri']",PLoS ONE,http://europepmc.org/articles/PMC4266515?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0166486,Distinct Epigenetic Effects of Tobacco Smoking in Whole Blood and among Leukocyte Subtypes,"['Dan Su', 'Xuting Wang', 'Michelle R. Campbell', 'Devin K. Porter', 'Gary S. Pittman', 'Brian D. Bennett', 'Ma Wan', 'Neal A. Englert', 'Christopher L. Crowl', 'Ryan N. Gimple', 'Kelly N. Adamski', 'Zhiqing Huang', 'Susan K. Murphy', 'Douglas A. Bell']",PLoS ONE,http://europepmc.org/articles/PMC5147832?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0054384,<i>In Vitro</i> Secondary Structure of the Genomic RNA of Satellite Tobacco Mosaic Virus,"['Shreyas S. Athavale', 'J. Jared Gossett', 'Jessica C. Bowman', 'Nicholas V. Hud', 'Loren Dean Williams', 'Stephen C. Harvey']",PLoS ONE,http://europepmc.org/articles/PMC3551766?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0023382,Spiking Patterns and Their Functional Implications in the Antennal Lobe of the Tobacco Hornworm <i>Manduca sexta</i>,"['Hong Lei', 'Carolina E. Reisenman', 'Caroline H. Wilson', 'Prasad Gabbur', 'John G. Hildebrand']",PLoS ONE,http://europepmc.org/articles/PMC3163580?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0027386,Tobacco Smoke Augments <i>Porphyromonas gingivalis - Streptococcus gordonii</i> Biofilm Formation,"['Juhi Bagaitkar', 'Carlo A. Daep', 'Carol K. Patel', 'Diane E. Renaud', 'Donald R. Demuth', 'David A. Scott']",PLoS ONE,http://europepmc.org/articles/PMC3215692?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0117938,Information Seeking Regarding Tobacco and Lung Cancer: Effects of Seasonality,"['Zhu Zhang', 'Xiaolong Zheng', 'Daniel Dajun Zeng', 'Scott J. Leischow']",PLoS ONE,http://europepmc.org/articles/PMC4364309?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0087389,How Does the Tobacco Industry Attempt to Influence Marketing Regulations? A Systematic Review,"['Emily Savell', 'Anna B. Gilmore', 'Gary Fooks']",PLoS ONE,http://europepmc.org/articles/PMC3914831?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0073355,<i>Tropaeolum</i> Tops Tobacco – Simple and Efficient Transgene Expression in the Order Brassicales,['Andrea Pitzschke'],PLoS ONE,http://europepmc.org/articles/PMC3769268?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0099716,Prenatal Tobacco Smoke Exposure Is Associated with Childhood DNA CpG Methylation,"['Carrie V. Breton', 'Kimberly D. Siegmund', 'Bonnie R. Joubert', 'Xinhui Wang', 'Weiliang Qui', 'Vincent Carey', 'Wenche Nystad', 'Siri E. Håberg', 'Carole Ober', 'Dan Nicolae', 'Kathleen C. Barnes', 'Fernando Martinez', 'Andy Liu', 'Robert Lemanske', 'Robert Strunk', 'Scott Weiss', 'Stephanie London', 'Frank Gilliland', 'Benjamin Raby', 'on behalf of the Asthma BRIDGE consortium ']",PLoS ONE,http://europepmc.org/articles/PMC4070909?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0160995,Scalable Production of HPV16 L1 Protein and VLPs from Tobacco Leaves,"['Maryam Zahin', 'Joongho Joh', 'Sujita Khanal', 'Adam Husk', 'Hugh Mason', 'Heribert Warzecha', 'Shin-je Ghim', 'Donald M. Miller', 'Nobuyuki Matoba', 'Alfred Bennett Jenson']",PLoS ONE,http://europepmc.org/articles/PMC4982596?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0133604,Postnatal Environmental Tobacco Smoke Exposure Related to Behavioral Problems in Children,"['Julie Chastang', 'Nour Baïz', 'Jean Sébastien Cadwalladder', 'Sarah Robert', 'John Dywer', 'Denis André Charpin', 'Denis Caillaud', 'Frédéric de Blay', 'Chantal Raherison', 'François Lavaud', 'Isabella Annesi-Maesano']",PLoS ONE,http://europepmc.org/articles/PMC4526529?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0170249,"Effect of Tobacco Smoking on The Clinical, Histopathological, and Serological Manifestations of Sjögren’s Syndrome","['Donald U. Stone', 'Dustin Fife', 'Michael Brown', 'Keith E. Earley', 'Lida Radfar', 'C. Erick Kaufman', 'David M. Lewis', 'Nelson L. Rhodus', 'Barbara M. Segal', 'Daniel J. Wallace', 'Michael H. Weisman', 'Swamy Venuturupalli', 'Michael T. Brennan', 'Christopher J. Lessard', 'Courtney G. Montgomery', 'R. Hal Scofield', 'Kathy L. Sivils', 'Astrid Rasmussen']",PLoS ONE,http://europepmc.org/articles/PMC5293551?pdf=render,6.8413234,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0113988,"A Virulence Factor Encoded by a Polydnavirus Confers Tolerance to Transgenic Tobacco Plants against Lepidopteran Larvae, by Impairing Nutrient Absorption","['Ilaria Di Lelio', 'Silvia Caccia', 'Mariangela Coppola', 'Martina Buonanno', 'Gennaro Di Prisco', 'Paola Varricchio', 'Eleonora Franzetti', 'Giandomenico Corrado', 'Simona M. Monti', 'Rosa Rao', 'Morena Casartelli', 'Francesco Pennacchio']",PLoS ONE,http://europepmc.org/articles/PMC4250187?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0098264,"Transgenic Tobacco Overexpressing <i>Brassica juncea</i> HMG-CoA Synthase 1 Shows Increased Plant Growth, Pod Size and Seed Yield","['Pan Liao', 'Hui Wang', 'Mingfu Wang', 'An-Shan Hsiao', 'Thomas J. Bach', 'Mee-Len Chye']",PLoS ONE,http://europepmc.org/articles/PMC4029903?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0015087,An Induced Hypersensitive-Like Response Limits Expression of Foreign Peptides via a Recombinant TMV-Based Vector in a Susceptible Tobacco,"['Mangmang Li', 'Ping Li', 'Rentao Song', 'Zhengkai Xu']",PLoS ONE,http://europepmc.org/articles/PMC2993970?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0036487,Fiscal and Policy Implications of Selling Pipe Tobacco for Roll-Your-Own Cigarettes in the United States,"['Daniel S. Morris', 'Michael A. Tynan']",PLoS ONE,http://europepmc.org/articles/PMC3342269?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0111725,Overexpression of Two <i>PsnAP1</i> Genes from <i>Populus simonii</i> × <i>P. nigra</i> Causes Early Flowering in Transgenic Tobacco and <i>Arabidopsis</i>,"['Tangchun Zheng', 'Shuang Li', 'Lina Zang', 'Lijuan Dai', 'Chuanping Yang', 'Guan-Zheng Qu']",PLoS ONE,http://europepmc.org/articles/PMC4216142?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0028315,Post-Transcriptional Silencing of Flavonol Synthase mRNA in Tobacco Leads to Fruits with Arrested Seed Set,"['Monika Mahajan', 'Paramvir Singh Ahuja', 'Sudesh Kumar Yadav']",PLoS ONE,http://europepmc.org/articles/PMC3228754?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0070050,Overexpression of the Auxin Binding PROTEIN1 Modulates PIN-Dependent Auxin Transport in Tobacco Cells,"['Milada Čovanová', 'Michael Sauer', 'Jan Rychtář', 'Jiří Friml', 'Jan Petrášek', 'Eva Zažímalová']",PLoS ONE,http://europepmc.org/articles/PMC3720949?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0093097,The Relationship between Waterpipe and Cigarette Smoking in Low and Middle Income Countries: Cross-Sectional Analysis of the Global Adult Tobacco Survey,"['Mohammed Jawad', 'John Tayu Lee', 'Christopher Millett']",PLoS ONE,http://europepmc.org/articles/PMC3963998?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0165454,Antioxidant Enzyme Responses Induced by Whiteflies in Tobacco Plants in Defense against Aphids: Catalase May Play a Dominant Role,"['Haipeng Zhao', 'Xia Sun', 'Ming Xue', 'Xiao Zhang', 'Qingliang Li']",PLoS ONE,http://europepmc.org/articles/PMC5082799?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0136234,Virus-Induced Gene Silencing Using Tobacco Rattle Virus as a Tool to Study the Interaction between <i>Nicotiana attenuata</i> and <i>Rhizophagus irregularis</i>,"['Karin Groten', 'Nabin T. Pahari', 'Shuqing Xu', 'Maja Miloradovic van Doorn', 'Ian T. Baldwin']",PLoS ONE,http://europepmc.org/articles/PMC4546398?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0038572,Improvement of Pest Resistance in Transgenic Tobacco Plants Expressing dsRNA of an Insect-Associated Gene <i>EcR</i>,"['Jin-Qi Zhu', 'Shumin Liu', 'Yao Ma', 'Jia-Qi Zhang', 'Hai-Sheng Qi', 'Zhao-Jun Wei', 'Qiong Yao', 'Wen-Qing Zhang', 'Sheng Li']",PLoS ONE,http://europepmc.org/articles/PMC3369839?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0051443,Protection of the Photosynthetic Apparatus from Extreme Dehydration and Oxidative Stress in Seedlings of Transgenic Tobacco,"['Concepción Almoguera', 'Pilar Prieto-Dapena', 'José-María Personat', 'Javier Tejedor-Cano', 'Marika Lindahl', 'Antonio Diaz-Espejo', 'Juan Jordano']",PLoS ONE,http://europepmc.org/articles/PMC3515515?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0095029,Risk Adjustment for Smoking Identified through Tobacco Use Diagnoses in Hospital Data: A Validation Study,"['Alys Havard', 'Louisa R. Jorm', 'Sanja Lujic']",PLoS ONE,http://europepmc.org/articles/PMC3988140?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0039189,Tobacco Smoking Using Midwakh Is an Emerging Health Problem – Evidence from a Large Cross-Sectional Survey in the United Arab Emirates,"['Mohammed Al-Houqani', 'Raghib Ali', 'Cother Hajat']",PLoS ONE,http://europepmc.org/articles/PMC3376102?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0178308,Correction: Distinct Epigenetic Effects of Tobacco Smoking in Whole Blood and among Leukocyte Subtypes,"['Dan Su', 'Xuting Wang', 'Michelle R. Campbell', 'Devin K. Porter', 'Gary S. Pittman', 'Brian D. Bennett', 'Ma Wan', 'Neal A. Englert', 'Christopher L. Crowl', 'Ryan C. Gimple', 'Kelly N. Adamski', 'Zhiqing Huang', 'Susan K. Murphy', 'Douglas A. Bell']",PLoS ONE,http://europepmc.org/articles/PMC5435360?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0060621,Humans Have Antibodies against a Plant Virus: Evidence from Tobacco Mosaic Virus,"['Ruolan Liu', 'Radhika A. Vaishnav', 'Andrew M. Roberts', 'Robert P. Friedland']",PLoS ONE,http://europepmc.org/articles/PMC3615994?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0060543,Characterization and Functional Analysis of the Potato Pollen-Specific Microtubule-Associated Protein SBgLR in Tobacco,"['Chen Liu', 'Xin Qi', 'Qian Zhao', 'Jingjuan Yu']",PLoS ONE,http://europepmc.org/articles/PMC3607588?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0120444,"Relationship between Tobacco, <i>cagA</i> and <i>vacA i1</i> Virulence Factors and Bacterial Load in Patients Infected by <i>Helicobacter pylori</i>","['Miguel Santibáñez', 'Estefanía Aguirre', 'Sofía Belda', 'Nuria Aragones', 'Jesús Saez', 'Juan Carlos Rodríguez', 'Antonio Galiana', 'Javier Sola-Vera', 'Montserrat Ruiz-García', 'María Paz-Zulueta', 'Raquel Sarabia-Lavín', 'Alicia Brotons', 'Elena López-Girona', 'Estefanía Pérez', 'Carlos Sillero', 'Gloria Royo']",PLoS ONE,http://europepmc.org/articles/PMC4368826?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0175995,Overexpression of an <i>EaZIP</i> gene devoid of transit peptide sequence induced leaf variegation in tobacco,"['Xiayu Guan', 'Zhijian Li', 'Zhiliang Zhang', 'Xiangying Wei', 'Jiahua Xie', 'Jianjun Chen', 'Qingxi Chen']",PLoS ONE,http://europepmc.org/articles/PMC5397061?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0038718,A Novel 5-Enolpyruvylshikimate-3-Phosphate Synthase Shows High Glyphosate Tolerance in <i>Escherichia coli</i> and Tobacco Plants,"['Gaoyi Cao', 'Yunjun Liu', 'Shengxue Zhang', 'Xuewen Yang', 'Rongrong Chen', 'Yuwen Zhang', 'Wei Lu', 'Yan Liu', 'Jianhua Wang', 'Min Lin', 'Guoying Wang']",PLoS ONE,http://europepmc.org/articles/PMC3371024?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0052933,First Discovery and Stucture-Activity Relationship Study of Phenanthroquinolizidines as Novel Antiviral Agents against <i>Tobacco Mosaic Virus</i> (TMV),"['Ziwen Wang', 'Anzheng Feng', 'Mingbo Cui', 'Yuxiu Liu', 'Lizhong Wang', 'Qingmin Wang']",PLoS ONE,http://europepmc.org/articles/PMC3532156?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0136399,Exposure of Neonatal Mice to Tobacco Smoke Disturbs Synaptic Proteins and Spatial Learning and Memory from Late Infancy to Early Adulthood,"['Larissa Helena Torres', 'Raphael C. T. Garcia', 'Anne M. M. Blois', 'Lívia M. M. Dati', 'Ana Carolina Durão', 'Adilson Silva Alves', 'Maurílio Pacheco-Neto', 'Thais Mauad', 'Luiz R. G. Britto', 'Gilberto Fernando Xavier', 'Rosana Camarini', 'Tania Marcourakis']",PLoS ONE,http://europepmc.org/articles/PMC4549279?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0076005,"Prevalence of Tobacco Use in Urban, Semi Urban and Rural Areas in and around Chennai City, India","['Kolappan Chockalingam', 'Chandrasekaran Vedhachalam', 'Subramani Rangasamy', 'Gomathi Sekar', 'Srividya Adinarayanan', 'Soumya Swaminathan', 'Pradeep Aravindan Menon']",PLoS ONE,http://europepmc.org/articles/PMC3788037?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0029871,Retail Price and Point of Sale Display of Tobacco in the UK: A Descriptive Study of Small Retailers,"['Dionysis Spanopoulos', 'Elena Ratschen', 'Ann McNeill', 'John Britton']",PLoS ONE,http://europepmc.org/articles/PMC3252327?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0078372,Tobacco Smoking Surveillance: Is Quota Sampling an Efficient Tool for Monitoring National Trends? A Comparison with a Random Cross-Sectional Survey,"['Romain Guignard', 'Jean-Louis Wilquin', 'Jean-Baptiste Richard', 'François Beck']",PLoS ONE,http://europepmc.org/articles/PMC3806848?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0167133,"Tobacco Smoking and Tuberculosis among Men Living with HIV in Johannesburg, South Africa: A Case-Control Study","['Liza Bronner Murrison', 'Neil Martinson', 'Rachael M. Moloney', 'Regina Msandiwa', 'Mondiwana Mashabela', 'Jonathan M. Samet', 'Jonathan E. Golub']",PLoS ONE,http://europepmc.org/articles/PMC5125673?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0027416,Elevated N-Terminal Pro-Brain Natriuretic Peptide Is Associated with Mortality in Tobacco Smokers Independent of Airflow Obstruction,"['Jason A. Stamm', 'Elizabeth A. Belloli', 'Yingze Zhang', 'Jessica Bon', 'Frank C. Sciurba', 'Mark T. Gladwin']",PLoS ONE,http://europepmc.org/articles/PMC3210169?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
10.1371/journal.pone.0124045,Different Levels in Alcohol and Tobacco Consumption in Head and Neck Cancer Patients from 1957 to 2013,"['Yu Zhang', 'Ruixia Wang', 'Limin Miao', 'Longbiao Zhu', 'Hongbing Jiang', 'Hua Yuan']",PLoS ONE,http://europepmc.org/articles/PMC4395416?pdf=render,5.635475,tobacco,Public Library of Science (PLoS),Medicine,True
